id,season,year,name,full_name,status,category,prize,country
397,1995-1996,1996,World Championship,1996 World Championship,Professional,Ranking,1200000.0,England
399,1995-1996,1996,British Open,1996 British Open,Professional,Ranking,321400.0,England
1576,1995-1996,1996,Dutch Amateur Championship,1996 Dutch Amateur Championship,Amateur,National Championship,0.0,Netherlands
400,1995-1996,1996,Irish Masters,1996 Irish Masters,Professional,Invitational,190000.0,Ireland
401,1995-1996,1996,Thailand Open,1996 Thailand Open,Professional,Ranking,224405.0,Thailand
402,1995-1996,1996,European Open,1996 European Open,Professional,Ranking,325000.0,Malta
409,1995-1996,1996,International Open,1996 International Open,Professional,Ranking,325000.0,England
410,1995-1996,1996,Masters,1996 Masters,Professional,Invitational,460000.0,England
654,1995-1996,1996,Guangzhou Masters,1996 Guangzhou Masters,Professional,Invitational,11000.0,China
411,1995-1996,1996,Welsh Open,1996 Welsh Open,Professional,Ranking,205000.0,Wales
412,1995-1996,1996,Charity Challenge,1996 Charity Challenge,Professional,Invitational,150000.0,England
2037,1995-1996,1996,Australian Open Championship,1996 Australian Open Championship,Pro-am,Continental Event,0.0,Australia
1422,1995-1996,1996,Belgian Amateur Championship,1996 Belgian Amateur Championship,Amateur,National Championship,0.0,Belgium
1456,1995-1996,1996,Canadian Championship,1996 Canadian Championship,Pro-am,National Championship,0.0,Canada
1896,1995-1996,1996,English Amateur Championship,1996 English Amateur Championship,Amateur,National Championship,0.0,England
1785,1995-1996,1996,Iceland Amateur Championship,1996 Iceland Amateur Championship,Amateur,National Championship,0.0,Iceland
1511,1995-1996,1996,Irish Amateur Championship,1996 Irish Amateur Championship,Amateur,National Championship,0.0,Ireland
1547,1995-1996,1996,Malta Amateur Championship,1996 Malta Amateur Championship,Amateur,National Championship,0.0,Malta
1752,1995-1996,1996,Northern Ireland Amateur Championship,1996 Northern Ireland Amateur Championship,Amateur,National Championship,0.0,Northern Ireland
1623,1995-1996,1996,Polish Amateur Championship,1996 Polish Amateur Championship,Amateur,National Championship,0.0,Poland
1769,1995-1996,1996,Scottish Amateur Championship,1996 Scottish Amateur Championship,Amateur,National Championship,0.0,Scotland
1798,1995-1996,1996,Swedish Amateur Championship,1996 Swedish Amateur Championship,Amateur,National Championship,0.0,Sweden
1675,1995-1996,1996,United States Amateur Championship,1996 United States Amateur Championship,Amateur,National Championship,0.0,United States
355,1997-1998,1997,German Open,1997 German Open,Professional,Ranking,278400.0,Germany
1126,1997-1998,1997,World Amateur Championship - Men,1997 World Amateur Championship - Men,Amateur,World Event,0.0,Zimbabwe
356,1997-1998,1997,UK Championship,1997 UK Championship,Professional,Ranking,440000.0,England
2981,1997-1998,1997,German Amateur Championship,1997 German Amateur Championship,Amateur,National Championship,0.0,Germany
2907,1997-1998,1997,Merseyside Professional,1997 Merseyside Professional,Professional,Non-ranking,0.0,England
357,1997-1998,1997,Malta Grand Prix,1997 Malta Grand Prix,Professional,Invitational,5000.0,Malta
359,1997-1998,1997,Benson and Hedges Championship,1997 Benson and Hedges Championship,Professional,Non-ranking,32750.0,England
360,1997-1998,1997,Grand Prix,1997 Grand Prix,Professional,Ranking,348800.0,England
2023,1996-1997,1997,Australian Amateur Championship,1997 Australian Amateur Championship,Amateur,National Championship,0.0,Australia
2594,1997-1998,1997,Pontins Autumn Open,1997 Pontins Autumn Open,Pro-am,Event,0.0,Wales
361,1997-1998,1997,Scottish Masters,1997 Scottish Masters,Professional,Invitational,180500.0,Scotland
363,1997-1998,1997,China International,1997 China International,Professional,Invitational,10000.0,China
1180,1997-1998,1997,World Under-21 Championship - Men,1997 World Under-21 Championship - Men,Amateur,World Event,0.0,Ireland
364,1997-1998,1997,Superstar International,1997 Superstar International,Professional,Invitational,31000.0,China
2091,1997-1998,1997,New Zealand Amateur Championship,1997 New Zealand Amateur Championship,Amateur,National Championship,0.0,New Zealand
714,1997-1998,1997,WPBSA Qualifying School - Event 1,1997 WPBSA Qualifying School - Event 1,Professional,Tour Qualifier,0.0,England
715,1997-1998,1997,WPBSA Qualifying School - Event 2,1997 WPBSA Qualifying School - Event 2,Professional,Tour Qualifier,0.0,England
716,1997-1998,1997,WPBSA Qualifying School - Event 3,1997 WPBSA Qualifying School - Event 3,Professional,Tour Qualifier,0.0,England
717,1997-1998,1997,WPBSA Qualifying School - Event 4,1997 WPBSA Qualifying School - Event 4,Professional,Tour Qualifier,0.0,England
2093,1997-1998,1997,Bermuda Amateur Championship,1997 Bermuda Amateur Championship,Amateur,National Championship,0.0,Bermuda
3108,1996-1997,1997,Oceania Championship,1997 Oceania Championship,Amateur,Continental Event,0.0,Papua New Guinea
1161,1997-1998,1997,European Championships - Men,1997 European Championships - Men,Amateur,Continental Event,0.0,France
1395,1997-1998,1997,Asian Championship,1997 Asian Championship,Amateur,Continental Event,0.0,United Arab Emirates
2971,1996-1997,1997,European Championships - Women,1997 European Championships - Women,Amateur,Continental Event,0.0,France
576,1996-1997,1997,Pontins Professional,1997 Pontins Professional,Professional,Non-ranking,0.0,Wales
2573,1996-1997,1997,Pontins Spring Open,1997 Pontins Spring Open,Pro-am,Event,0.0,Wales
1676,1996-1997,1997,United States Amateur Championship,1997 United States Amateur Championship,Amateur,National Championship,0.0,United States
1813,1996-1997,1997,Austrian Amateur Championship,1997 Austrian Amateur Championship,Amateur,National Championship,0.0,Austria
2092,1997-1998,1997,Norwegian Amateur Championship,1997 Norwegian Amateur Championship,Amateur,National Championship,0.0,Norway
365,1996-1997,1997,World Championship,1997 World Championship,Professional,Ranking,1410150.0,England
1234,1996-1997,1997,European Championships - Under 19,1997 European Championships - Under 19,Amateur,Continental Event,0.0,Jersey
369,1996-1997,1997,British Open,1997 British Open,Professional,Ranking,328100.0,England
370,1996-1997,1997,Irish Masters,1997 Irish Masters,Professional,Invitational,195000.0,Ireland
371,1996-1997,1997,Thailand Open,1997 Thailand Open,Professional,Ranking,232000.0,Thailand
973,1996-1997,1997,Seniors Pot Black,1997 Seniors Pot Black,Professional,Invitational,0.0,England
372,1996-1997,1997,European Open,1997 European Open,Professional,Ranking,321760.0,Malta
374,1996-1997,1997,International Open,1997 International Open,Professional,Ranking,330000.0,Scotland
375,1996-1997,1997,Masters,1997 Masters,Professional,Invitational,500000.0,England
376,1996-1997,1997,Welsh Open,1997 Welsh Open,Professional,Ranking,215080.0,Wales
377,1996-1997,1997,Charity Challenge,1997 Charity Challenge,Professional,Invitational,130000.0,England
2036,1996-1997,1997,Australian Open Championship,1997 Australian Open Championship,Pro-am,Continental Event,0.0,Australia
1423,1996-1997,1997,Belgian Amateur Championship,1997 Belgian Amateur Championship,Amateur,National Championship,0.0,Belgium
1457,1996-1997,1997,Canadian Championship,1997 Canadian Championship,Pro-am,National Championship,0.0,Canada
1577,1996-1997,1997,Dutch Amateur Championship,1997 Dutch Amateur Championship,Amateur,National Championship,0.0,Netherlands
1897,1996-1997,1997,English Amateur Championship,1997 English Amateur Championship,Amateur,National Championship,0.0,England
2550,1997-1998,1997,German Amateur Championship,1997 German Amateur Championship,Amateur,National Championship,0.0,Germany
1784,1996-1997,1997,Iceland Amateur Championship,1997 Iceland Amateur Championship,Amateur,National Championship,0.0,Iceland
1512,1996-1997,1997,Irish Amateur Championship,1997 Irish Amateur Championship,Amateur,National Championship,0.0,Ireland
1548,1996-1997,1997,Malta Amateur Championship,1997 Malta Amateur Championship,Amateur,National Championship,0.0,Malta
1751,1996-1997,1997,Northern Ireland Amateur Championship,1997 Northern Ireland Amateur Championship,Amateur,National Championship,0.0,Northern Ireland
1624,1996-1997,1997,Polish Amateur Championship,1997 Polish Amateur Championship,Amateur,National Championship,0.0,Poland
2827,1996-1997,1997,Scottish Amateur Championship,1997 Scottish Amateur Championship,Amateur,National Championship,0.0,Scotland
1797,1996-1997,1997,Swedish Amateur Championship,1997 Swedish Amateur Championship,Amateur,National Championship,0.0,Sweden
1718,1996-1997,1997,Welsh Amateur Championship,1997 Welsh Amateur Championship,Amateur,National Championship,0.0,Wales
2295,1996-1997,1997,Womens World Championship,1997 Womens World Championship,Amateur,World Event,0.0,Wales
338,1998-1999,1998,Irish Open,1998 Irish Open,Professional,Ranking,297860.0,Ireland
339,1998-1999,1998,German Masters,1998 German Masters,Professional,Invitational,110000.0,Germany
340,1998-1999,1998,Malta Grand Prix,1998 Malta Grand Prix,Professional,Invitational,20000.0,Malta
341,1998-1999,1998,UK Championship,1998 UK Championship,Professional,Ranking,452670.0,England
1125,1998-1999,1998,World Amateur Championship - Men,1998 World Amateur Championship - Men,Amateur,World Event,0.0,China
342,1998-1999,1998,Benson and Hedges Championship,1998 Benson and Hedges Championship,Professional,Non-ranking,32750.0,England
2908,1998-1999,1998,Merseyside Professional,1998 Merseyside Professional,Professional,Non-ranking,0.0,England
395,1998-1999,1998,UK Tour - Event 2,1998 UK Tour - Event 2,Professional,Tour Qualifier,33400.0,England
2035,1997-1998,1998,Australian Open Championship,1998 Australian Open Championship,Pro-am,Continental Event,0.0,Australia
380,1998-1999,1998,Grand Prix,1998 Grand Prix,Professional,Ranking,365000.0,England
1179,1998-1999,1998,World Under-21 Championship - Men,1998 World Under-21 Championship - Men,Amateur,World Event,0.0,Malta
396,1998-1999,1998,UK Tour - Event 1,1998 UK Tour - Event 1,Professional,Tour Qualifier,33400.0,England
2595,1998-1999,1998,Pontins Autumn Open,1998 Pontins Autumn Open,Pro-am,Event,0.0,Wales
343,1998-1999,1998,Scottish Masters,1998 Scottish Masters,Professional,Invitational,175400.0,Scotland
1483,1998-1999,1998,German Amateur Championship,1998 German Amateur Championship,Amateur,National Championship,0.0,Germany
1396,1998-1999,1998,Asian Championship,1998 Asian Championship,Amateur,Continental Event,0.0,Pakistan
747,1997-1998,1998,Champions Super League,1998 Champions Super League,Professional,Invitational,27250.0,China
718,1998-1999,1998,Oceania Tour Qualifier,1998 Oceania Tour Qualifier,Amateur,Tour Qualifier,0.0,Australia
2574,1997-1998,1998,Pontins Spring Open,1998 Pontins Spring Open,Pro-am,Event,0.0,Wales
2974,1997-1998,1998,Austrian Amateur Championship,1998 Austrian Amateur Championship,Amateur,National Championship,0.0,Austria
575,1997-1998,1998,Pontins Professional,1998 Pontins Professional,Professional,Non-ranking,3500.0,Wales
1160,1998-1999,1998,European Championships - Men,1998 European Championships - Men,Amateur,Continental Event,0.0,Finland
2487,1998-1999,1998,European Championships - Women,1998 European Championships - Women,Amateur,Continental Event,0.0,Finland
2212,1997-1998,1998,European Championships - Under 19,1998 European Championships - Under 19,Amateur,Continental Event,0.0,Malta
344,1997-1998,1998,World Championship,1998 World Championship,Professional,Ranking,1335000.0,England
346,1997-1998,1998,British Open,1998 British Open,Professional,Ranking,348800.0,England
673,1997-1998,1998,Africa/Middle East Tour Qualifier,1998 Africa/Middle East Tour Qualifier,Professional,Tour Qualifier,0.0,Egypt
671,1997-1998,1998,Asian Tour Qualifier - Event 1,1998 Asian Tour Qualifier - Event 1,Professional,Tour Qualifier,0.0,China
347,1997-1998,1998,Irish Masters,1998 Irish Masters,Professional,Invitational,135297.0,Ireland
349,1997-1998,1998,Thailand Masters,1998 Thailand Masters,Professional,Ranking,279200.0,Thailand
1265,1997-1998,1998,Oceania Championship,1998 Oceania Championship,Amateur,Continental Event,0.0,Australia
350,1997-1998,1998,Charity Challenge,1998 Charity Challenge,Professional,Invitational,130000.0,England
351,1997-1998,1998,Scottish Open,1998 Scottish Open,Professional,Ranking,347800.0,Scotland
352,1997-1998,1998,Masters,1998 Masters,Professional,Invitational,535000.0,England
354,1997-1998,1998,Welsh Open,1998 Welsh Open,Professional,Ranking,347600.0,Wales
2022,1997-1998,1998,Australian Amateur Championship,1998 Australian Amateur Championship,Amateur,National Championship,0.0,Australia
1424,1997-1998,1998,Belgian Amateur Championship,1998 Belgian Amateur Championship,Amateur,National Championship,0.0,Belgium
1458,1997-1998,1998,Canadian Championship,1998 Canadian Championship,Pro-am,National Championship,0.0,Canada
1578,1997-1998,1998,Dutch Amateur Championship,1998 Dutch Amateur Championship,Amateur,National Championship,0.0,Netherlands
1898,1997-1998,1998,English Amateur Championship,1998 English Amateur Championship,Amateur,National Championship,0.0,England
1783,1997-1998,1998,Iceland Amateur Championship,1998 Iceland Amateur Championship,Amateur,National Championship,0.0,Iceland
1513,1997-1998,1998,Irish Amateur Championship,1998 Irish Amateur Championship,Amateur,National Championship,0.0,Ireland
1549,1997-1998,1998,Malta Amateur Championship,1998 Malta Amateur Championship,Amateur,National Championship,0.0,Malta
1750,1997-1998,1998,Northern Ireland Amateur Championship,1998 Northern Ireland Amateur Championship,Amateur,National Championship,0.0,Northern Ireland
1625,1997-1998,1998,Polish Amateur Championship,1998 Polish Amateur Championship,Amateur,National Championship,0.0,Poland
2828,1997-1998,1998,Scottish Amateur Championship,1998 Scottish Amateur Championship,Amateur,National Championship,0.0,Scotland
1796,1997-1998,1998,Swedish Amateur Championship,1998 Swedish Amateur Championship,Amateur,National Championship,0.0,Sweden
404,1997-1998,1998,UK Tour - Event 1,1998 UK Tour - Event 1,Professional,Tour Qualifier,39800.0,England
405,1997-1998,1998,UK Tour - Event 2,1998 UK Tour - Event 2,Professional,Tour Qualifier,39600.0,England
406,1997-1998,1998,UK Tour - Event 3,1998 UK Tour - Event 3,Professional,Tour Qualifier,39200.0,England
407,1997-1998,1998,UK Tour - Event 4,1998 UK Tour - Event 4,Professional,Tour Qualifier,39000.0,England
408,1997-1998,1998,UK Tour - Event 5,1998 UK Tour - Event 5,Professional,Tour Qualifier,39600.0,England
1677,1997-1998,1998,United States Amateur Championship,1998 United States Amateur Championship,Amateur,National Championship,0.0,United States
1719,1997-1998,1998,Welsh Amateur Championship,1998 Welsh Amateur Championship,Amateur,National Championship,0.0,Wales
2294,1997-1998,1998,Womens World Championship,1998 Womens World Championship,Amateur,World Event,14500.0,England
317,1999-2000,1999,China Open,1999 China Open,Professional,Ranking,296905.0,China
318,1999-2000,1999,UK Championship,1999 UK Championship,Professional,Ranking,495350.0,England
1815,1999-2000,1999,Swiss Amateur Championship,1999 Swiss Amateur Championship,Amateur,National Championship,0.0,Switzerland
1124,1999-2000,1999,World Amateur Championship - Men,1999 World Amateur Championship - Men,Amateur,World Event,0.0,Papua New Guinea
2909,1999-2000,1999,Merseyside Professional,1999 Merseyside Professional,Professional,Non-ranking,0.0,England
319,1999-2000,1999,Benson and Hedges Championship,1999 Benson and Hedges Championship,Professional,Non-ranking,37850.0,England
320,1999-2000,1999,Grand Prix,1999 Grand Prix,Professional,Ranking,392150.0,England
392,1999-2000,1999,UK Tour - Event 1,1999 UK Tour - Event 1,Professional,Tour Qualifier,27900.0,England
2596,1999-2000,1999,Pontins Autumn Open,1999 Pontins Autumn Open,Pro-am,Event,0.0,Wales
322,1999-2000,1999,Scottish Masters,1999 Scottish Masters,Professional,Invitational,181900.0,Scotland
324,1999-2000,1999,British Open,1999 British Open,Professional,Ranking,399200.0,England
325,1999-2000,1999,Champions Cup,1999 Champions Cup,Professional,Invitational,175000.0,England
1295,1999-2000,1999,African Championship - Men,1999 African Championship - Men,Amateur,Continental Event,0.0,Egypt
326,1999-2000,1999,Millennium Cup,1999 Millennium Cup,Professional,Invitational,0.0,Hong Kong
1178,1999-2000,1999,World Under-21 Championship - Men,1999 World Under-21 Championship - Men,Amateur,World Event,0.0,Egypt
1247,1999-2000,1999,Asian Championship,1999 Asian Championship,Amateur,Continental Event,0.0,Thailand
2575,1998-1999,1999,Pontins Spring Open,1999 Pontins Spring Open,Pro-am,Event,0.0,Wales
1159,1999-2000,1999,European Championships - Men,1999 European Championships - Men,Amateur,Continental Event,0.0,Netherlands
2832,1998-1999,1999,European Championships - Women,1999 European Championships - Women,Amateur,Continental Event,0.0,Netherlands
2975,1998-1999,1999,Austrian Amateur Championship,1999 Austrian Amateur Championship,Amateur,National Championship,0.0,Austria
574,1998-1999,1999,Pontins Professional,1999 Pontins Professional,Professional,Non-ranking,0.0,Wales
1678,1998-1999,1999,United States Amateur Championship,1999 United States Amateur Championship,Amateur,National Championship,0.0,United States
2223,1998-1999,1999,Scottish Amateur Championship,1999 Scottish Amateur Championship,Amateur,National Championship,175.0,Scotland
2988,1998-1999,1999,Malaysian Amateur Championship,1999 Malaysian Amateur Championship,Amateur,National Championship,0.0,Malaysia
328,1998-1999,1999,World Championship,1999 World Championship,Professional,Ranking,1379600.0,England
393,1998-1999,1999,UK Tour - Event 4,1999 UK Tour - Event 4,Professional,Tour Qualifier,33400.0,England
329,1998-1999,1999,British Open,1999 British Open,Professional,Ranking,365275.0,England
331,1998-1999,1999,Irish Masters,1999 Irish Masters,Professional,Invitational,168601.0,Ireland
332,1998-1999,1999,China International,1999 China International,Professional,Ranking,256250.0,China
333,1998-1999,1999,Thailand Masters,1999 Thailand Masters,Professional,Ranking,291400.0,Thailand
334,1998-1999,1999,Charity Challenge,1999 Charity Challenge,Professional,Invitational,130000.0,England
394,1998-1999,1999,UK Tour - Event 3,1999 UK Tour - Event 3,Professional,Tour Qualifier,33400.0,England
335,1998-1999,1999,Scottish Open,1999 Scottish Open,Professional,Ranking,360175.0,Scotland
336,1998-1999,1999,Masters,1999 Masters,Professional,Invitational,575000.0,England
337,1998-1999,1999,Welsh Open,1999 Welsh Open,Professional,Ranking,382900.0,Wales
2034,1998-1999,1999,Australian Open Championship,1999 Australian Open Championship,Pro-am,Continental Event,0.0,Australia
1425,1998-1999,1999,Belgian Amateur Championship,1999 Belgian Amateur Championship,Amateur,National Championship,0.0,Belgium
1459,1998-1999,1999,Canadian Championship,1999 Canadian Championship,Pro-am,National Championship,0.0,Canada
1579,1998-1999,1999,Dutch Amateur Championship,1999 Dutch Amateur Championship,Amateur,National Championship,0.0,Netherlands
1899,1998-1999,1999,English Amateur Championship,1999 English Amateur Championship,Amateur,National Championship,0.0,England
2213,1998-1999,1999,European Championships - Under 19,1999 European Championships - Under 19,Amateur,Continental Event,0.0,Poland
1484,1998-1999,1999,German Amateur Championship,1999 German Amateur Championship,Amateur,National Championship,0.0,Germany
1782,1998-1999,1999,Iceland Amateur Championship,1999 Iceland Amateur Championship,Amateur,National Championship,0.0,Iceland
1514,1998-1999,1999,Irish Amateur Championship,1999 Irish Amateur Championship,Amateur,National Championship,0.0,Ireland
1550,1998-1999,1999,Malta Amateur Championship,1999 Malta Amateur Championship,Amateur,National Championship,0.0,Malta
3159,1999-2000,1999,New Zealand Amateur Championship,1999 New Zealand Amateur Championship,Amateur,National Championship,0.0,New Zealand
1749,1998-1999,1999,Northern Ireland Amateur Championship,1999 Northern Ireland Amateur Championship,Amateur,National Championship,0.0,Northern Ireland
1626,1998-1999,1999,Polish Amateur Championship,1999 Polish Amateur Championship,Amateur,National Championship,0.0,Poland
1795,1998-1999,1999,Swedish Amateur Championship,1999 Swedish Amateur Championship,Amateur,National Championship,0.0,Sweden
1720,1998-1999,1999,Welsh Amateur Championship,1999 Welsh Amateur Championship,Amateur,National Championship,0.0,Wales
2293,1998-1999,1999,Womens World Championship,1999 Womens World Championship,Amateur,World Event,14500.0,England
306,2000-2001,2000,Challenge Tour - Event 2,2000 Challenge Tour - Event 2,Professional,Tour Qualifier,31800.0,England
295,2000-2001,2000,China Open,2000 China Open,Professional,Ranking,311080.0,China
1123,2000-2001,2000,World Amateur Championship - Men,2000 World Amateur Championship - Men,Amateur,World Event,0.0,China
297,2000-2001,2000,UK Championship,2000 UK Championship,Professional,Ranking,542780.0,England
2979,2000-2001,2000,Swiss Amateur Championship,2000 Swiss Amateur Championship,Amateur,National Championship,0.0,Switzerland
299,2000-2001,2000,Benson and Hedges Championship,2000 Benson and Hedges Championship,Professional,Non-ranking,38850.0,England
2910,2000-2001,2000,Merseyside Professional,2000 Merseyside Professional,Professional,Non-ranking,0.0,England
304,2000-2001,2000,Challenge Tour - Event 1,2000 Challenge Tour - Event 1,Professional,Tour Qualifier,32150.0,England
300,2000-2001,2000,Scottish Masters,2000 Scottish Masters,Professional,Invitational,193000.0,Scotland
302,2000-2001,2000,Grand Prix,2000 Grand Prix,Professional,Ranking,426350.0,England
303,2000-2001,2000,British Open,2000 British Open,Professional,Ranking,438300.0,England
2597,2000-2001,2000,Pontins Autumn Open,2000 Pontins Autumn Open,Pro-am,Event,0.0,Wales
2131,2000-2001,2000,German Amateur Championship,2000 German Amateur Championship,Amateur,National Championship,0.0,Germany
305,2000-2001,2000,Champions Cup,2000 Champions Cup,Professional,Invitational,200000.0,England
1294,2000-2001,2000,African Championship - Men,2000 African Championship - Men,Amateur,Continental Event,0.0,Morocco
1742,2000-2001,2000,Malaysian Amateur Championship,2000 Malaysian Amateur Championship,Amateur,National Championship,0.0,Malaysia
1739,2000-2001,2000,Northern Ireland Amateur Championship,2000 Northern Ireland Amateur Championship,Amateur,National Championship,0.0,Northern Ireland
1743,2000-2001,2000,United Arab Emirates Amateur Championship,2000 United Arab Emirates Amateur Championship,Amateur,National Championship,0.0,United Arab Emirates
1177,2000-2001,2000,World Under-21 Championship - Men,2000 World Under-21 Championship - Men,Amateur,World Event,0.0,India
2976,1999-2000,2000,Austrian Amateur Championship,2000 Austrian Amateur Championship,Amateur,National Championship,0.0,Austria
1246,2000-2001,2000,Asian Championship,2000 Asian Championship,Amateur,Continental Event,0.0,Hong Kong
1220,2000-2001,2000,European Championships - Masters,2000 European Championships - Masters,Amateur,Continental Event,0.0,Latvia
1158,2000-2001,2000,European Championships - Men,2000 European Championships - Men,Amateur,Continental Event,0.0,Scotland
2969,1999-2000,2000,European Championships - Women,2000 European Championships - Women,Amateur,Continental Event,0.0,Scotland
2576,1999-2000,2000,Pontins Spring Open,2000 Pontins Spring Open,Pro-am,Event,0.0,Wales
573,1999-2000,2000,Pontins Professional,2000 Pontins Professional,Professional,Non-ranking,0.0,Wales
2895,1999-2000,2000,Channel Island Championship,2000 Channel Island Championship,Amateur,Event,0.0,Jersey
3111,1999-2000,2000,Oceania Championship,2000 Oceania Championship,Amateur,Continental Event,0.0,New Zealand
308,1999-2000,2000,World Championship,2000 World Championship,Professional,Ranking,1456150.0,England
1233,1999-2000,2000,European Championships - Under 19,2000 European Championships - Under 19,Amateur,Continental Event,0.0,Hungary
389,1999-2000,2000,UK Tour - Event 4,2000 UK Tour - Event 4,Professional,Tour Qualifier,27900.0,England
311,1999-2000,2000,Scottish Open,2000 Scottish Open,Professional,Ranking,397600.0,Scotland
312,1999-2000,2000,Irish Masters,2000 Irish Masters,Professional,Invitational,166811.0,Ireland
390,1999-2000,2000,UK Tour - Event 3,2000 UK Tour - Event 3,Professional,Tour Qualifier,27900.0,England
313,1999-2000,2000,Thailand Masters,2000 Thailand Masters,Professional,Ranking,266790.0,Thailand
314,1999-2000,2000,Malta Grand Prix,2000 Malta Grand Prix,Professional,Ranking,290220.0,Malta
315,1999-2000,2000,Masters,2000 Masters,Professional,Invitational,615000.0,England
316,1999-2000,2000,Welsh Open,2000 Welsh Open,Professional,Ranking,401250.0,Wales
391,1999-2000,2000,UK Tour - Event 2,2000 UK Tour - Event 2,Professional,Tour Qualifier,27900.0,England
2021,1999-2000,2000,Australian Amateur Championship,2000 Australian Amateur Championship,Amateur,National Championship,0.0,Australia
2033,1999-2000,2000,Australian Open Championship,2000 Australian Open Championship,Pro-am,Continental Event,0.0,Australia
1426,1999-2000,2000,Belgian Amateur Championship,2000 Belgian Amateur Championship,Amateur,National Championship,0.0,Belgium
1460,1999-2000,2000,Canadian Championship,2000 Canadian Championship,Pro-am,National Championship,0.0,Canada
1580,1999-2000,2000,Dutch Amateur Championship,2000 Dutch Amateur Championship,Amateur,National Championship,0.0,Netherlands
1900,1999-2000,2000,English Amateur Championship,2000 English Amateur Championship,Amateur,National Championship,0.0,England
3022,1999-2000,2000,French Amateur Championship,2000 French Amateur Championship,Amateur,National Championship,0.0,France
1781,1999-2000,2000,Iceland Amateur Championship,2000 Iceland Amateur Championship,Amateur,National Championship,0.0,Iceland
1774,1999-2000,2000,Indian Amateur Championship,2000 Indian Amateur Championship,Amateur,National Championship,0.0,India
1515,1999-2000,2000,Irish Amateur Championship,2000 Irish Amateur Championship,Amateur,National Championship,0.0,Ireland
1551,1999-2000,2000,Malta Amateur Championship,2000 Malta Amateur Championship,Amateur,National Championship,0.0,Malta
3158,2000-2001,2000,New Zealand Amateur Championship,2000 New Zealand Amateur Championship,Amateur,National Championship,0.0,New Zealand
1740,2000-2001,2000,Nordic Snooker Championship,2000 Nordic Snooker Championship,Amateur,Continental Event,0.0,Denmark
1627,1999-2000,2000,Polish Amateur Championship,2000 Polish Amateur Championship,Amateur,National Championship,0.0,Poland
1794,1999-2000,2000,Swedish Amateur Championship,2000 Swedish Amateur Championship,Amateur,National Championship,0.0,Sweden
1741,1999-2000,2000,Thailand Amateur Championship,2000 Thailand Amateur Championship,Amateur,National Championship,0.0,Thailand
1679,1999-2000,2000,United States Amateur Championship,2000 United States Amateur Championship,Amateur,National Championship,0.0,United States
1721,1999-2000,2000,Welsh Amateur Championship,2000 Welsh Amateur Championship,Amateur,National Championship,0.0,Wales
2292,1999-2000,2000,Womens World Championship,2000 Womens World Championship,Amateur,World Event,14500.0,England
276,2001-2002,2001,Challenge Tour - Event 2,2001 Challenge Tour - Event 2,Professional,Tour Qualifier,18900.0,England
273,2001-2002,2001,UK Championship,2001 UK Championship,Professional,Ranking,755250.0,England
2354,2001-2002,2001,WSA Open Tour - Event 2,2001 WSA Open Tour - Event 2,Professional,Non-ranking,12500.0,Scotland
275,2001-2002,2001,European Open,2001 European Open,Professional,Ranking,250000.0,Malta
1659,2001-2002,2001,Swiss Amateur Championship,2001 Swiss Amateur Championship,Amateur,National Championship,0.0,Switzerland
277,2001-2002,2001,Benson and Hedges Championship,2001 Benson and Hedges Championship,Professional,Non-ranking,41700.0,England
2911,2001-2002,2001,Merseyside Professional,2001 Merseyside Professional,Professional,Non-ranking,0.0,England
278,2001-2002,2001,LG Cup,2001 LG Cup,Professional,Ranking,617200.0,England
280,2001-2002,2001,Challenge Tour - Event 1,2001 Challenge Tour - Event 1,Professional,Tour Qualifier,14300.0,England
2598,2001-2002,2001,Pontins Autumn Open,2001 Pontins Autumn Open,Pro-am,Event,0.0,Wales
279,2001-2002,2001,British Open,2001 British Open,Professional,Ranking,670250.0,England
281,2001-2002,2001,Scottish Masters,2001 Scottish Masters,Professional,Invitational,187000.0,Scotland
2353,2001-2002,2001,WSA Open Tour - Event 1,2001 WSA Open Tour - Event 1,Professional,Non-ranking,12500.0,England
3304,2001-2002,2001,German Amateur Championship - Masters,2001 German Amateur Championship - Masters,Amateur,National Championship,0.0,Germany
1485,2001-2002,2001,German Amateur Championship,2001 German Amateur Championship,Amateur,National Championship,0.0,Germany
2483,2001-2002,2001,World Games,2001 World Games,Pro-am,World Event,0.0,Japan
283,2001-2002,2001,Champions Cup,2001 Champions Cup,Professional,Invitational,200000.0,England
1176,2001-2002,2001,World Under-21 Championship - Men,2001 World Under-21 Championship - Men,Amateur,World Event,0.0,Scotland
1812,2000-2001,2001,Austrian Amateur Championship,2001 Austrian Amateur Championship,Amateur,National Championship,0.0,Austria
3021,2000-2001,2001,French Amateur Championship,2001 French Amateur Championship,Amateur,National Championship,0.0,France
1245,2001-2002,2001,Asian Championship,2001 Asian Championship,Amateur,Continental Event,0.0,Pakistan
1219,2001-2002,2001,European Championships - Masters,2001 European Championships - Masters,Amateur,Continental Event,0.0,Latvia
1157,2001-2002,2001,European Championships - Men,2001 European Championships - Men,Amateur,Continental Event,0.0,Latvia
2968,2000-2001,2001,European Championships - Women,2001 European Championships - Women,Amateur,Continental Event,0.0,Latvia
1477,2000-2001,2001,Finnish Amateur Championship,2001 Finnish Amateur Championship,Amateur,National Championship,0.0,Finland
1597,2000-2001,2001,Northern Ireland Amateur Championship,2001 Northern Ireland Amateur Championship,Amateur,National Championship,0.0,Northern Ireland
