id,season,year,name,full_name,status,category,prize,country
3266,2005-2006,2006,Swiss Amateur Championship,2006 Swiss Amateur Championship,Amateur,National Championship,0.0,Switzerland
1227,2005-2006,2006,European Championships - Under 19,2006 European Championships - Under 19,Amateur,Continental Event,0.0,Latvia
2891,2005-2006,2006,Guernsey Amateur Championship,2006 Guernsey Amateur Championship,Amateur,National Championship,0.0,Guernsey
2287,2005-2006,2006,Womens World Championship,2006 Womens World Championship,Amateur,World Event,0.0,England
186,2005-2006,2006,China Open,2006 China Open,Professional,Ranking,197250.0,China
189,2005-2006,2006,PIOS - Event 7,2006 PIOS - Event 7,Professional,Tour Qualifier,7205.0,Wales
188,2005-2006,2006,Welsh Open,2006 Welsh Open,Professional,Ranking,223275.0,Wales
1119,2005-2006,2006,IBSF World Grand Prix,2006 IBSF World Grand Prix,Amateur,World Event,0.0,Wales
193,2005-2006,2006,PIOS - Event 6,2006 PIOS - Event 6,Professional,Tour Qualifier,2475.0,Wales
2522,2005-2006,2006,Czech Amateur Championship,2006 Czech Amateur Championship,Amateur,National Championship,0.0,Czech Republic
190,2005-2006,2006,Malta Cup,2006 Malta Cup,Professional,Ranking,118500.0,Malta
191,2005-2006,2006,Masters,2006 Masters,Professional,Invitational,415000.0,England
2237,2005-2006,2006,Belarus Amateur Championship,2006 Belarus Amateur Championship,Amateur,National Championship,0.0,Belarus
1432,2005-2006,2006,Belgian Amateur Championship,2006 Belgian Amateur Championship,Amateur,National Championship,0.0,Belgium
1466,2005-2006,2006,Canadian Championship,2006 Canadian Championship,Pro-am,National Championship,0.0,Canada
1586,2005-2006,2006,Dutch Amateur Championship,2006 Dutch Amateur Championship,Amateur,National Championship,0.0,Netherlands
3080,2006-2007,2006,EBSA International Play-Off,2006 EBSA International Play-Off,Amateur,Event,0.0,Romania
1906,2005-2006,2006,English Amateur Championship,2006 English Amateur Championship,Amateur,National Championship,0.0,England
1488,2005-2006,2006,German Amateur Championship,2006 German Amateur Championship,Amateur,National Championship,0.0,Germany
2802,2005-2006,2006,Jersey Amateur Championship,2006 Jersey Amateur Championship,Amateur,National Championship,0.0,Jersey
1557,2005-2006,2006,Malta Amateur Championship,2006 Malta Amateur Championship,Amateur,National Championship,0.0,Malta
3073,2005-2006,2006,Northern Ireland Amateur Championship,2006 Northern Ireland Amateur Championship,Amateur,National Championship,0.0,Northern Ireland
1633,2005-2006,2006,Polish Amateur Championship,2006 Polish Amateur Championship,Amateur,National Championship,0.0,Poland
2323,2005-2006,2006,Pontins Pro-Am - Event 1,2006 Pontins Pro-Am - Event 1,Pro-am,Event,0.0,Wales
2324,2005-2006,2006,Pontins Pro-Am - Event 2,2006 Pontins Pro-Am - Event 2,Pro-am,Event,0.0,Wales
2325,2005-2006,2006,Pontins Pro-Am - Event 3,2006 Pontins Pro-Am - Event 3,Pro-am,Event,0.0,Wales
2326,2005-2006,2006,Pontins Pro-Am - Event 4,2006 Pontins Pro-Am - Event 4,Pro-am,Event,0.0,Wales
2327,2005-2006,2006,Pontins Pro-Am - Event 5,2006 Pontins Pro-Am - Event 5,Pro-am,Event,0.0,Wales
2328,2006-2007,2006,Pontins Pro-Am - Event 6,2006 Pontins Pro-Am - Event 6,Pro-am,Event,0.0,Wales
2329,2006-2007,2006,Pontins Pro-Am - Grand Final,2006 Pontins Pro-Am - Grand Final,Pro-am,Event,0.0,Wales
2102,2005-2006,2006,Scottish Amateur Championship,2006 Scottish Amateur Championship,Amateur,National Championship,0.0,Scotland
2830,2005-2006,2006,Swedish Amateur Championship,2006 Swedish Amateur Championship,Amateur,National Championship,0.0,Sweden
1725,2005-2006,2006,Welsh Amateur Championship,2006 Welsh Amateur Championship,Amateur,National Championship,0.0,Wales
148,2007-2008,2007,PIOS - Event 5,2007 PIOS - Event 5,Professional,Tour Qualifier,13280.0,Wales
147,2007-2008,2007,UK Championship,2007 UK Championship,Professional,Ranking,615400.0,England
1978,2007-2008,2007,Belarus Amateur Championship,2007 Belarus Amateur Championship,Amateur,National Championship,0.0,Belarus
2378,2007-2008,2007,Dutch Open,2007 Dutch Open,Pro-am,Event,0.0,Netherlands
3147,2007-2008,2007,Indian Amateur Championship,2007 Indian Amateur Championship,Amateur,National Championship,0.0,India
2336,2007-2008,2007,Pontins Pro-Am - Grand Final,2007 Pontins Pro-Am - Grand Final,Pro-am,Event,9600.0,Wales
2540,2007-2008,2007,Ukrainian Amateur Championship,2007 Ukrainian Amateur Championship,Amateur,National Championship,0.0,Ukraine
1092,2007-2008,2007,World Amateur Championship - Men,2007 World Amateur Championship - Men,Amateur,World Event,0.0,Thailand
1489,2007-2008,2007,German Amateur Championship,2007 German Amateur Championship,Amateur,National Championship,0.0,Germany
151,2007-2008,2007,Northern Ireland Trophy,2007 Northern Ireland Trophy,Professional,Ranking,220500.0,Northern Ireland
3075,2007-2008,2007,Asian Indoor Games - Women,2007 Asian Indoor Games - Women,Amateur,Continental Event,0.0,China
1202,2007-2008,2007,World Amateur Championship - Masters,2007 World Amateur Championship - Masters,Amateur,World Event,0.0,Thailand
3074,2007-2008,2007,Asian Indoor Games - Men,2007 Asian Indoor Games - Men,Pro-am,Continental Event,0.0,China
2335,2007-2008,2007,Pontins Pro-Am - Event 6,2007 Pontins Pro-Am - Event 6,Pro-am,Event,2650.0,Wales
2003,2007-2008,2007,Australian Open Championship,2007 Australian Open Championship,Pro-am,Continental Event,0.0,Australia
153,2007-2008,2007,PIOS - Event 4,2007 PIOS - Event 4,Professional,Tour Qualifier,13205.0,Wales
152,2007-2008,2007,Grand Prix,2007 Grand Prix,Professional,Ranking,491100.0,Scotland
154,2007-2008,2007,Pot Black,2007 Pot Black,Professional,Invitational,40000.0,England
2334,2007-2008,2007,Pontins Pro-Am - Event 5,2007 Pontins Pro-Am - Event 5,Pro-am,Event,2300.0,Wales
568,2007-2008,2007,Irish Professional Championship,2007 Irish Professional Championship,Professional,Non-ranking,11539.0,Ireland
155,2007-2008,2007,PIOS - Event 3,2007 PIOS - Event 3,Professional,Tour Qualifier,13205.0,Wales
1957,2006-2007,2007,German Grand Prix - Event 5,2007 German Grand Prix - Event 5,Amateur,National Ranking,0.0,Germany
146,2007-2008,2007,Masters Qualifying Event,2007 Masters Qualifying Event,Professional,Non-ranking,1600.0,England
2333,2007-2008,2007,Pontins Pro-Am - Event 4,2007 Pontins Pro-Am - Event 4,Pro-am,Event,2800.0,Wales
1171,2007-2008,2007,World Under-21 Championship - Men,2007 World Under-21 Championship - Men,Amateur,World Event,0.0,India
3296,2007-2008,2007,World Under-21 Championship - Women,2007 World Under-21 Championship - Women,Amateur,World Event,0.0,India
2004,2007-2008,2007,Australian Amateur Championship,2007 Australian Amateur Championship,Amateur,National Championship,0.0,Australia
157,2007-2008,2007,Shanghai Masters,2007 Shanghai Masters,Professional,Ranking,250000.0,China
158,2007-2008,2007,PIOS - Event 2,2007 PIOS - Event 2,Professional,Tour Qualifier,13280.0,Wales
3171,2007-2008,2007,Paul Hunter Classic,2007 Paul Hunter Classic,Pro-am,Event,0.0,Germany
2332,2007-2008,2007,Pontins Pro-Am - Event 3,2007 Pontins Pro-Am - Event 3,Pro-am,Event,2800.0,Wales
159,2007-2008,2007,PIOS - Event 1,2007 PIOS - Event 1,Professional,Tour Qualifier,13280.0,Wales
2331,2007-2008,2007,Pontins Pro-Am - Event 2,2007 Pontins Pro-Am - Event 2,Pro-am,Event,2800.0,Wales
1388,2007-2008,2007,African Championship - Men,2007 African Championship - Men,Amateur,Continental Event,0.0,Morocco
1956,2006-2007,2007,German Grand Prix - Event 4,2007 German Grand Prix - Event 4,Amateur,National Ranking,0.0,Germany
1151,2007-2008,2007,European Championships - Men,2007 European Championships - Men,Amateur,Continental Event,0.0,Ireland
2227,2007-2008,2007,European Championships - Women,2007 European Championships - Women,Amateur,Continental Event,0.0,Ireland
2330,2007-2008,2007,Pontins Pro-Am - Event 1,2007 Pontins Pro-Am - Event 1,Pro-am,Event,2800.0,Wales
1241,2007-2008,2007,Asian Championship,2007 Asian Championship,Amateur,Continental Event,0.0,Pakistan
1377,2006-2007,2007,Asian Under-21 Championship,2007 Asian Under-21 Championship,Amateur,Continental Event,0.0,Qatar
1213,2007-2008,2007,European Championships - Masters,2007 European Championships - Masters,Amateur,Continental Event,0.0,Ireland
1684,2006-2007,2007,United States Amateur Championship,2007 United States Amateur Championship,Amateur,National Championship,0.0,United States
2978,2006-2007,2007,Austrian Amateur Championship,2007 Austrian Amateur Championship,Amateur,National Championship,0.0,Austria
2997,2006-2007,2007,Hungarian Amateur Championship,2007 Hungarian Amateur Championship,Amateur,National Championship,0.0,Hungary
162,2006-2007,2007,PIOS - Event 8,2007 PIOS - Event 8,Professional,Tour Qualifier,10613.0,Wales
2366,2006-2007,2007,Oceania Championship - Ladies,2007 Oceania Championship - Ladies,Amateur,Continental Event,0.0,Australia
1262,2006-2007,2007,Oceania Championship,2007 Oceania Championship,Amateur,Continental Event,0.0,Australia
1955,2006-2007,2007,German Grand Prix - Event 3,2007 German Grand Prix - Event 3,Amateur,National Ranking,0.0,Germany
1606,2006-2007,2007,Norwegian Amateur Championship,2007 Norwegian Amateur Championship,Amateur,National Championship,0.0,Norway
161,2006-2007,2007,World Championship,2007 World Championship,Professional,Ranking,985000.0,England
2899,2006-2007,2007,Channel Island Championship,2007 Channel Island Championship,Amateur,Event,0.0,Guernsey
2985,2006-2007,2007,Swiss Amateur Championship,2007 Swiss Amateur Championship,Amateur,National Championship,0.0,Switzerland
165,2006-2007,2007,PIOS - Event 7,2007 PIOS - Event 7,Professional,Tour Qualifier,10928.0,Wales
1226,2006-2007,2007,European Championships - Under 19,2007 European Championships - Under 19,Amateur,Continental Event,0.0,Wales
2892,2006-2007,2007,Guernsey Amateur Championship,2007 Guernsey Amateur Championship,Amateur,National Championship,0.0,Guernsey
3164,2006-2007,2007,Iceland Amateur Championship,2007 Iceland Amateur Championship,Amateur,National Championship,0.0,Iceland
2286,2006-2007,2007,Womens World Championship,2007 Womens World Championship,Amateur,World Event,0.0,England
163,2006-2007,2007,China Open,2007 China Open,Professional,Ranking,222750.0,China
167,2006-2007,2007,PIOS - Event 6,2007 PIOS - Event 6,Professional,Tour Qualifier,10998.0,Wales
1954,2006-2007,2007,German Grand Prix - Event 2,2007 German Grand Prix - Event 2,Amateur,National Ranking,0.0,Germany
168,2006-2007,2007,Welsh Open,2007 Welsh Open,Professional,Ranking,245500.0,Wales
2887,2006-2007,2007,Czech Amateur Championship,2007 Czech Amateur Championship,Amateur,National Championship,0.0,Czech Republic
169,2006-2007,2007,PIOS - Event 5,2007 PIOS - Event 5,Professional,Tour Qualifier,11138.0,Wales
170,2006-2007,2007,Malta Cup,2007 Malta Cup,Professional,Ranking,200500.0,Malta
2727,2006-2007,2007,Indian Amateur Championship,2007 Indian Amateur Championship,Amateur,National Championship,0.0,India
172,2006-2007,2007,Masters,2007 Masters,Professional,Invitational,467000.0,England
173,2006-2007,2007,PIOS - Event 4,2007 PIOS - Event 4,Professional,Tour Qualifier,11138.0,Wales
1433,2006-2007,2007,Belgian Amateur Championship,2007 Belgian Amateur Championship,Amateur,National Championship,0.0,Belgium
1467,2006-2007,2007,Canadian Championship,2007 Canadian Championship,Pro-am,National Championship,0.0,Canada
1587,2006-2007,2007,Dutch Amateur Championship,2007 Dutch Amateur Championship,Amateur,National Championship,0.0,Netherlands
3081,2007-2008,2007,EBSA International Play-Off,2007 EBSA International Play-Off,Amateur,Event,0.0,Ireland
1907,2006-2007,2007,English Amateur Championship,2007 English Amateur Championship,Amateur,National Championship,0.0,England
3319,2007-2008,2007,German Amateur Championship - Masters,2007 German Amateur Championship - Masters,Amateur,National Championship,0.0,Germany
1522,2006-2007,2007,Irish Amateur Championship,2007 Irish Amateur Championship,Amateur,National Championship,0.0,Ireland
2803,2006-2007,2007,Jersey Amateur Championship,2007 Jersey Amateur Championship,Amateur,National Championship,0.0,Jersey
3192,2006-2007,2007,Malaysian Amateur Championship,2007 Malaysian Amateur Championship,Amateur,National Championship,0.0,Malaysia
1558,2006-2007,2007,Malta Amateur Championship,2007 Malta Amateur Championship,Amateur,National Championship,0.0,Malta
3121,2007-2008,2007,New Zealand Amateur Championship,2007 New Zealand Amateur Championship,Amateur,National Championship,0.0,New Zealand
2495,2006-2007,2007,Northern Ireland Amateur Championship,2007 Northern Ireland Amateur Championship,Amateur,National Championship,0.0,Northern Ireland
1634,2006-2007,2007,Polish Amateur Championship,2007 Polish Amateur Championship,Amateur,National Championship,0.0,Poland
2103,2006-2007,2007,Scottish Amateur Championship,2007 Scottish Amateur Championship,Amateur,National Championship,0.0,Scotland
2831,2006-2007,2007,Swedish Amateur Championship,2007 Swedish Amateur Championship,Amateur,National Championship,0.0,Sweden
2829,2006-2007,2007,Welsh Amateur Championship,2007 Welsh Amateur Championship,Amateur,National Championship,0.0,Wales
3023,2006-2007,2007,Chinese National Championship,2007 Chinese National Championship,Pro-am,National Championship,0.0,China
113,2008-2009,2008,UK Championship,2008 UK Championship,Professional,Ranking,650000.0,England
2379,2008-2009,2008,Dutch Open,2008 Dutch Open,Pro-am,Event,0.0,Netherlands
1201,2008-2009,2008,World Amateur Championship - Masters,2008 World Amateur Championship - Masters,Amateur,World Event,0.0,Austria
1209,2008-2009,2008,World Amateur Championship - Women,2008 World Amateur Championship - Women,Amateur,World Event,0.0,Austria
2728,2008-2009,2008,Indian Amateur Championship,2008 Indian Amateur Championship,Amateur,National Championship,0.0,India
115,2008-2009,2008,World Series of Snooker - Moscow,2008 World Series of Snooker - Moscow,Pro-am,Event,0.0,Russia
116,2008-2009,2008,Masters Qualifying Event,2008 Masters Qualifying Event,Professional,Non-ranking,1600.0,England
117,2008-2009,2008,PIOS - Event 5,2008 PIOS - Event 5,Professional,Tour Qualifier,13205.0,Wales
118,2008-2009,2008,Bahrain Championship,2008 Bahrain Championship,Professional,Ranking,263525.0,Bahrain
2539,2008-2009,2008,Ukrainian Amateur Championship,2008 Ukrainian Amateur Championship,Amateur,National Championship,0.0,Ukraine
1490,2008-2009,2008,German Amateur Championship,2008 German Amateur Championship,Amateur,National Championship,0.0,Germany
1091,2008-2009,2008,World Amateur Championship - Men,2008 World Amateur Championship - Men,Amateur,World Event,0.0,Austria
119,2008-2009,2008,World Series of Snooker - Warsaw,2008 World Series of Snooker - Warsaw,Pro-am,Event,0.0,Poland
120,2008-2009,2008,PIOS - Event 4,2008 PIOS - Event 4,Professional,Tour Qualifier,13280.0,Wales
2001,2008-2009,2008,Australian Open Championship,2008 Australian Open Championship,Pro-am,Continental Event,0.0,Australia
121,2008-2009,2008,Grand Prix,2008 Grand Prix,Professional,Ranking,494600.0,Scotland
122,2008-2009,2008,Shanghai Masters,2008 Shanghai Masters,Professional,Ranking,298350.0,China
1952,2007-2008,2008,German Grand Prix - Event 5,2008 German Grand Prix - Event 5,Amateur,National Ranking,0.0,Germany
123,2008-2009,2008,PIOS - Event 3,2008 PIOS - Event 3,Professional,Tour Qualifier,13280.0,Wales
125,2008-2009,2008,Northern Ireland Trophy,2008 Northern Ireland Trophy,Professional,Ranking,200500.0,Northern Ireland
2002,2008-2009,2008,Australian Amateur Championship,2008 Australian Amateur Championship,Amateur,National Championship,0.0,Australia
126,2008-2009,2008,PIOS - Event 2,2008 PIOS - Event 2,Professional,Tour Qualifier,13280.0,Wales
3170,2008-2009,2008,Paul Hunter Classic,2008 Paul Hunter Classic,Pro-am,Event,0.0,Germany
129,2008-2009,2008,World Series of Snooker - Berlin,2008 World Series of Snooker - Berlin,Pro-am,Event,0.0,Germany
3144,2008-2009,2008,6-Reds International,2008 6-Reds International,Professional,6-reds,0.0,Thailand
131,2008-2009,2008,PIOS - Event 1,2008 PIOS - Event 1,Professional,Tour Qualifier,13280.0,Wales
132,2008-2009,2008,World Series of Snooker - Saint Helier,2008 World Series of Snooker - Saint Helier,Pro-am,Event,0.0,Jersey
1951,2007-2008,2008,German Grand Prix - Event 4,2008 German Grand Prix - Event 4,Amateur,National Ranking,0.0,Germany
1150,2008-2009,2008,European Championships - Men,2008 European Championships - Men,Amateur,Continental Event,0.0,Poland
2226,2008-2009,2008,European Championships - Women,2008 European Championships - Women,Amateur,Continental Event,0.0,Poland
133,2008-2009,2008,Jiangsu Classic,2008 Jiangsu Classic,Professional,Invitational,74000.0,China
1212,2008-2009,2008,European Championships - Masters,2008 European Championships - Masters,Amateur,Continental Event,0.0,Poland
2993,2007-2008,2008,Hungarian Amateur Championship,2008 Hungarian Amateur Championship,Amateur,National Championship,0.0,Hungary
1523,2007-2008,2008,Irish Amateur Championship,2008 Irish Amateur Championship,Amateur,National Championship,0.0,Ireland
1685,2007-2008,2008,United States Amateur Championship,2008 United States Amateur Championship,Amateur,National Championship,0.0,United States
1977,2007-2008,2008,Belarus Amateur Championship,2008 Belarus Amateur Championship,Amateur,National Championship,0.0,Belarus
2285,2007-2008,2008,Womens World Championship,2008 Womens World Championship,Amateur,World Event,1700.0,England
1240,2008-2009,2008,Asian Championship,2008 Asian Championship,Amateur,Continental Event,0.0,United Arab Emirates
2557,2007-2008,2008,Swedish Amateur Championship,2008 Swedish Amateur Championship,Amateur,National Championship,0.0,Sweden
1950,2007-2008,2008,German Grand Prix - Event 3,2008 German Grand Prix - Event 3,Amateur,National Ranking,0.0,Germany
136,2007-2008,2008,World Championship,2008 World Championship,Professional,Ranking,1197000.0,England
2809,2007-2008,2008,Channel Island Championship,2008 Channel Island Championship,Amateur,Event,0.0,Jersey
138,2007-2008,2008,PIOS - Event 8,2008 PIOS - Event 8,Professional,Tour Qualifier,12625.0,Wales
2521,2007-2008,2008,Czech Amateur Championship,2008 Czech Amateur Championship,Amateur,National Championship,0.0,Czech Republic
1293,2007-2008,2008,African Championship - Men,2008 African Championship - Men,Amateur,Continental Event,0.0,Libya
1376,2007-2008,2008,Asian Under-21 Championship,2008 Asian Under-21 Championship,Amateur,Continental Event,0.0,Myanmar
1225,2007-2008,2008,European Championships - Under 19,2008 European Championships - Under 19,Amateur,Continental Event,0.0,Scotland
2893,2007-2008,2008,Guernsey Amateur Championship,2008 Guernsey Amateur Championship,Amateur,National Championship,0.0,Guernsey
139,2007-2008,2008,China Open,2008 China Open,Professional,Ranking,270000.0,China
140,2007-2008,2008,PIOS - Event 7,2008 PIOS - Event 7,Professional,Tour Qualifier,13055.0,Wales
1949,2007-2008,2008,German Grand Prix - Event 2,2008 German Grand Prix - Event 2,Amateur,National Ranking,0.0,Germany
1608,2007-2008,2008,Norwegian Amateur Championship,2008 Norwegian Amateur Championship,Amateur,National Championship,0.0,Norway
1261,2007-2008,2008,Oceania Championship,2008 Oceania Championship,Amateur,Continental Event,0.0,Australia
137,2007-2008,2008,Championship League,2008 Championship League,Professional,League,166600.0,England
143,2007-2008,2008,PIOS - Event 6,2008 PIOS - Event 6,Professional,Tour Qualifier,13130.0,Wales
142,2007-2008,2008,Welsh Open,2008 Welsh Open,Professional,Ranking,225500.0,Wales
144,2007-2008,2008,Malta Cup,2008 Malta Cup,Professional,Invitational,76000.0,Malta
145,2007-2008,2008,Masters,2008 Masters,Professional,Invitational,460000.0,England
1948,2007-2008,2008,German Grand Prix - Event 1,2008 German Grand Prix - Event 1,Amateur,National Ranking,0.0,Germany
1434,2007-2008,2008,Belgian Amateur Championship,2008 Belgian Amateur Championship,Amateur,National Championship,0.0,Belgium
1468,2007-2008,2008,Canadian Championship,2008 Canadian Championship,Pro-am,National Championship,0.0,Canada
1588,2007-2008,2008,Dutch Amateur Championship,2008 Dutch Amateur Championship,Amateur,National Championship,0.0,Netherlands
3082,2008-2009,2008,EBSA International Play-Off,2008 EBSA International Play-Off,Amateur,Event,0.0,Poland
1908,2007-2008,2008,English Amateur Championship,2008 English Amateur Championship,Amateur,National Championship,0.0,England
2765,2008-2009,2008,Malaysian Amateur Championship,2008 Malaysian Amateur Championship,Amateur,National Championship,0.0,Malaysia
1559,2007-2008,2008,Malta Amateur Championship,2008 Malta Amateur Championship,Amateur,National Championship,0.0,Malta
2017,2007-2008,2008,New Zealand Amateur Championship,2008 New Zealand Amateur Championship,Amateur,National Championship,0.0,New Zealand
2494,2007-2008,2008,Northern Ireland Amateur Championship,2008 Northern Ireland Amateur Championship,Amateur,National Championship,0.0,Northern Ireland
2367,2007-2008,2008,Oceania Championship - Ladies,2008 Oceania Championship - Ladies,Amateur,Continental Event,0.0,Australia
1635,2007-2008,2008,Polish Amateur Championship,2008 Polish Amateur Championship,Amateur,National Championship,0.0,Poland
2337,2008-2009,2008,Pontins Pro-Am - Event 1,2008 Pontins Pro-Am - Event 1,Pro-am,Event,0.0,Wales
2338,2008-2009,2008,Pontins Pro-Am - Event 2,2008 Pontins Pro-Am - Event 2,Pro-am,Event,0.0,Wales
2339,2008-2009,2008,Pontins Pro-Am - Event 3,2008 Pontins Pro-Am - Event 3,Pro-am,Event,0.0,Wales
2340,2008-2009,2008,Pontins Pro-Am - Event 4,2008 Pontins Pro-Am - Event 4,Pro-am,Event,0.0,Wales
2341,2008-2009,2008,Pontins Pro-Am - Event 5,2008 Pontins Pro-Am - Event 5,Pro-am,Event,0.0,Wales
2342,2008-2009,2008,Pontins Pro-Am - Event 6,2008 Pontins Pro-Am - Event 6,Pro-am,Event,0.0,Wales
2343,2008-2009,2008,Pontins Pro-Am - Grand Final,2008 Pontins Pro-Am - Grand Final,Pro-am,Event,0.0,Wales
2826,2007-2008,2008,Scottish Amateur Championship,2008 Scottish Amateur Championship,Amateur,National Championship,0.0,Scotland
2207,2007-2008,2008,Thailand Amateur Championship,2008 Thailand Amateur Championship,Amateur,National Championship,0.0,Thailand
1726,2007-2008,2008,Welsh Amateur Championship,2008 Welsh Amateur Championship,Amateur,National Championship,0.0,Wales
3249,2009-2010,2009,South East Asian Games,2009 South East Asian Games,Amateur,Continental Event,0.0,Laos
76,2009-2010,2009,PIOS - Event 5,2009 PIOS - Event 5,Professional,Tour Qualifier,10500.0,Wales
77,2009-2010,2009,UK Championship,2009 UK Championship,Professional,Ranking,625000.0,England
3145,2009-2010,2009,6-Reds World Championship,2009 6-Reds World Championship,Pro-am,6-reds,0.0,Ireland
1200,2009-2010,2009,World Amateur Championship - Masters,2009 World Amateur Championship - Masters,Amateur,World Event,0.0,India
1208,2009-2010,2009,World Amateur Championship - Women,2009 World Amateur Championship - Women,Amateur,World Event,0.0,India
1089,2009-2010,2009,World Amateur Championship - Men,2009 World Amateur Championship - Men,Amateur,World Event,0.0,India
2538,2009-2010,2009,Ukrainian Amateur Championship,2009 Ukrainian Amateur Championship,Amateur,National Championship,0.0,Ukraine
79,2009-2010,2009,Pro Challenge Series - Event 3,2009 Pro Challenge Series - Event 3,Professional,Non-ranking,15000.0,England
2837,2009-2010,2009,Asian Indoor Games - 6-Reds Men,2009 Asian Indoor Games - 6-Reds Men,Pro-am,Continental Event,0.0,Vietnam
2838,2009-2010,2009,Asian Indoor Games - 6-Reds Women,2009 Asian Indoor Games - 6-Reds Women,Amateur,Continental Event,0.0,Vietnam
2839,2009-2010,2009,Asian Indoor Games - Men,2009 Asian Indoor Games - Men,Pro-am,Continental Event,0.0,Vietnam
1491,2009-2010,2009,German Amateur Championship,2009 German Amateur Championship,Amateur,National Championship,0.0,Germany
75,2009-2010,2009,Masters Qualifying Event,2009 Masters Qualifying Event,Professional,Non-ranking,3600.0,Wales
3305,2009-2010,2009,German Amateur Championship - Masters,2009 German Amateur Championship - Masters,Amateur,National Championship,0.0,Germany
80,2009-2010,2009,PIOS - Event 4,2009 PIOS - Event 4,Professional,Tour Qualifier,10500.0,Wales
81,2009-2010,2009,World Series of Snooker - Prague,2009 World Series of Snooker - Prague,Pro-am,Event,0.0,Czech Republic
1999,2009-2010,2009,Australian Open Championship,2009 Australian Open Championship,Pro-am,Continental Event,0.0,Australia
82,2009-2010,2009,Grand Prix,2009 Grand Prix,Professional,Ranking,502100.0,Scotland
1947,2008-2009,2009,German Grand Prix - Final,2009 German Grand Prix - Final,Amateur,National Ranking,0.0,Germany
3255,2009-2010,2009,Papua New Guinea Amateur Championship,2009 Papua New Guinea Amateur Championship,Amateur,National Championship,0.0,Papua New Guinea
83,2009-2010,2009,Shanghai Masters,2009 Shanghai Masters,Professional,Ranking,296360.0,China
93,2009-2010,2009,Pro Challenge Series - Event 2,2009 Pro Challenge Series - Event 2,Professional,6-reds,9500.0,Wales
2776,2009-2010,2009,Malaysian Amateur Championship,2009 Malaysian Amateur Championship,Amateur,National Championship,0.0,Malaysia
84,2009-2010,2009,PIOS - Event 3,2009 PIOS - Event 3,Professional,Tour Qualifier,12000.0,Wales
2000,2009-2010,2009,Australian Amateur Championship,2009 Australian Amateur Championship,Amateur,National Championship,0.0,Australia
1170,2009-2010,2009,World Under-21 Championship - Men,2009 World Under-21 Championship - Men,Amateur,World Event,0.0,Iran
3169,2009-2010,2009,Paul Hunter Classic,2009 Paul Hunter Classic,Pro-am,Event,0.0,Germany
86,2009-2010,2009,Pro Challenge Series - Event 1,2009 Pro Challenge Series - Event 1,Professional,Non-ranking,15000.0,England
87,2009-2010,2009,PIOS - Event 2,2009 PIOS - Event 2,Professional,Tour Qualifier,12100.0,Wales
2481,2009-2010,2009,World Games,2009 World Games,Pro-am,World Event,0.0,Taiwan
3143,2009-2010,2009,6-Reds World Grand Prix,2009 6-Reds World Grand Prix,Professional,6-reds,0.0,Thailand
92,2009-2010,2009,PIOS - Event 1,2009 PIOS - Event 1,Professional,Tour Qualifier,13540.0,Wales
1946,2008-2009,2009,German Grand Prix - Event 4,2009 German Grand Prix - Event 4,Amateur,National Ranking,0.0,Germany
1149,2009-2010,2009,European Championships - Men,2009 European Championships - Men,Amateur,Continental Event,0.0,Belgium
2225,2009-2010,2009,European Championships - Women,2009 European Championships - Women,Amateur,Continental Event,0.0,Belgium
94,2009-2010,2009,Jiangsu Classic,2009 Jiangsu Classic,Professional,Invitational,88000.0,China
684,2009-2010,2009,European Championships - Masters,2009 European Championships - Masters,Amateur,Continental Event,0.0,Belgium
1524,2008-2009,2009,Irish Amateur Championship,2009 Irish Amateur Championship,Amateur,National Championship,0.0,Ireland
1686,2008-2009,2009,United States Amateur Championship,2009 United States Amateur Championship,Amateur,National Championship,0.0,United States
2872,2008-2009,2009,Austrian Amateur Championship,2009 Austrian Amateur Championship,Amateur,National Championship,0.0,Austria
1945,2008-2009,2009,German Grand Prix - Event 3,2009 German Grand Prix - Event 3,Amateur,National Ranking,0.0,Germany
95,2009-2010,2009,World Series of Snooker - Killarney,2009 World Series of Snooker - Killarney,Pro-am,Event,0.0,Ireland
96,,2009,World Series of Snooker - Portugal (Grand Final),2009 World Series of Snooker - Portugal (Grand Final),Pro-am,Event,,Portugal
97,2008-2009,2009,PIOS - Event 8,2009 PIOS - Event 8,Professional,Tour Qualifier,12980.0,Wales
1239,2009-2010,2009,Asian Championship,2009 Asian Championship,Amateur,Continental Event,0.0,China
2116,2008-2009,2009,Scottish Amateur Championship,2009 Scottish Amateur Championship,Amateur,National Championship,0.0,Scotland
1986,2008-2009,2009,Latvia Amateur Championship,2009 Latvia Amateur Championship,Amateur,National Championship,0.0,Latvia
1976,2008-2009,2009,Belarus Amateur Championship,2009 Belarus Amateur Championship,Amateur,National Championship,0.0,Belarus
98,2008-2009,2009,World Championship,2009 World Championship,Professional,Ranking,1258000.0,England
2814,2008-2009,2009,Channel Island Championship,2009 Channel Island Championship,Amateur,Event,0.0,Guernsey
1609,2008-2009,2009,Norwegian Amateur Championship,2009 Norwegian Amateur Championship,Amateur,National Championship,0.0,Norway
2986,2008-2009,2009,Swiss Amateur Championship,2009 Swiss Amateur Championship,Amateur,National Championship,0.0,Switzerland
2284,2008-2009,2009,Womens World Championship,2009 Womens World Championship,Amateur,World Event,1900.0,England
